PLAYER_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,GAME_DATE,SALARY
201933,Blake Griffin,Nets,Forward,6-9,250,USA,1989-03-16T00:00:00,1,724,32.9,19.8,8.2,4.1,0.8,0.5,APR 23 2022,"$32,405,817"
1629656,Quentin Grimes,Knicks,Guard,6-4,210,USA,2000-05-08T00:00:00,25,46,17.1,6.0,2.0,1.0,0.7,0.2,,"$2,168,640"
1629060,Rui Hachimura,Wizards,Forward,6-8,230,Japan,1998-02-08T00:00:00,9,147,28.5,13.0,5.2,1.5,0.7,0.2,,"$4,916,160"
1630169,Tyrese Haliburton,Pacers,Guard,6-5,185,USA,2000-02-29T00:00:00,12,135,32.9,14.3,3.6,6.9,1.6,0.6,,"$4,023,600"
201935,James Harden,76ers,Guard,6-5,220,USA,1989-08-26T00:00:00,3,942,34.6,24.9,5.6,6.8,1.5,0.5,APR 23 2022,"$44,310,840"
1629607,Jared Harper,Pelicans,Guard,5-10,175,USA,1997-09-14T00:00:00,Undrafted,16,4.2,2.6,0.3,0.9,0.3,0.1,APR 24 2022,"$85,081"
1626149,Montrezl Harrell,Hornets,Forward-Center,6-7,240,USA,1994-01-26T00:00:00,32,458,21.5,12.9,5.3,1.4,0.6,0.8,,"$9,720,900"
203914,Gary Harris,Magic,Guard,6-4,210,USA,1994-09-14T00:00:00,19,468,28.8,11.8,2.5,2.1,1.2,0.2,,"$20,932,143"
203925,Joe Harris,Nets,Guard-Forward,6-6,220,USA,1991-09-06T00:00:00,33,414,25.6,11.1,3.2,1.6,0.5,0.2,APR 23 2022,"$17,357,143"
202699,Tobias Harris,76ers,Forward,6-7,226,USA,1992-07-15T00:00:00,19,753,31.4,16.4,6.2,2.3,0.7,0.5,APR 23 2022,"$35,995,950"
1628404,Josh Hart,Trail Blazers,Guard,6-5,215,USA,1995-03-06T00:00:00,30,296,27.3,9.9,5.7,2.1,0.9,0.4,,"$12,000,000"
1628392,Isaiah Hartenstein,Clippers,Center-Forward,7-0,250,Germany,1998-05-05T00:00:00,43,165,13.7,5.8,3.9,1.5,0.5,0.8,,"$1,729,217"
2617,Udonis Haslem,Heat,Forward,6-8,235,USA,1980-06-09T00:00:00,Undrafted,872,24.8,7.5,6.6,0.8,0.5,0.3,APR 24 2022,"$2,641,691"
1630573,Sam Hauser,Celtics,Forward,6-7,217,USA,1997-12-08T00:00:00,Undrafted,26,6.1,2.5,1.1,0.4,0.0,0.1,APR 23 2022,"$619,498"
1629637,Jaxson Hayes,Pelicans,Center-Forward,6-11,220,USA,2000-05-23T00:00:00,8,194,17.7,8.1,4.3,0.7,0.4,0.8,APR 24 2022,"$5,348,280"
1630165,Killian Hayes,Pistons,Guard,6-5,195,France,2001-07-27T00:00:00,7,92,25.2,6.8,3.0,4.5,1.1,0.5,,"$5,572,680"
202330,Gordon Hayward,Hornets,Forward,6-7,225,USA,1990-03-23T00:00:00,9,734,31.1,15.6,4.5,3.5,1.0,0.4,,"$29,925,000"
1626195,Willy Hernangomez,Pelicans,Center-Forward,6-11,250,Spain,1994-05-27T00:00:00,35,306,15.3,7.4,5.9,1.1,0.4,0.4,APR 24 2022,"$2,327,220"
1629639,Tyler Herro,Heat,Guard,6-5,195,USA,2000-01-20T00:00:00,13,175,30.3,16.7,4.7,3.2,0.6,0.2,APR 24 2022,"$4,004,280"
1627741,Buddy Hield,Pacers,Guard,6-4,220,Bahamas,1992-12-17T00:00:00,6,468,29.2,15.9,4.3,2.5,0.8,0.3,,"$23,073,234"
1629312,Haywood Highsmith,Heat,Forward,6-4,220,USA,1996-12-09T00:00:00,,24,8.5,2.2,1.3,0.3,0.1,0.1,APR 24 2022,"$547,701"
201588,George Hill,Bucks,Guard,6-4,188,USA,1986-05-04T00:00:00,26,869,27.2,10.7,3.0,3.1,0.9,0.3,APR 24 2022,"$5,275,491"
1630792,Malcolm Hill,Bulls,Forward,6-6,220,USA,1995-10-26T00:00:00,Undrafted,19,11.2,3.8,1.8,0.4,0.4,0.2,APR 24 2022,"$324,373"
1630207,Nate Hinton,Pacers,Guard-Forward,6-5,210,USA,1999-06-08T00:00:00,Undrafted,23,4.2,1.8,0.4,0.3,0.3,0.1,,"$96,213"
1628988,Aaron Holiday,Suns,Guard,6-0,185,USA,1996-09-30T00:00:00,23,245,18.2,7.3,1.8,2.4,0.7,0.2,APR 24 2022,"$3,980,551"
201950,Jrue Holiday,Bucks,Guard,6-3,205,USA,1990-06-12T00:00:00,17,839,33.2,16.2,4.0,6.4,1.5,0.5,APR 24 2022,"$32,431,333"
203200,Justin Holiday,Kings,Forward-Guard,6-6,180,USA,1989-04-05T00:00:00,Undrafted,576,24.6,8.7,3.0,1.5,1.0,0.4,,"$6,006,420"
1626158,Richaun Holmes,Kings,Forward,6-10,235,USA,1993-10-15T00:00:00,37,376,21.1,9.6,5.8,1.1,0.6,1.1,,"$10,384,500"
203918,Rodney Hood,Clippers,Guard-Forward,6-8,208,USA,1992-10-20T00:00:00,23,448,24.5,10.4,2.6,1.6,0.7,0.2,,"$2,239,544"
201143,Al Horford,Celtics,Center-Forward,6-9,240,Dominican Republic,1986-06-03T00:00:00,3,950,32.2,13.7,8.2,3.3,0.8,1.2,APR 23 2022,"$27,000,000"
1629659,Talen Horton-Tucker,Lakers,Guard,6-4,234,USA,2000-11-25T00:00:00,46,131,22.1,9.3,2.8,2.6,1.0,0.4,,"$9,500,000"
2730,Dwight Howard,Lakers,Center-Forward,6-10,265,USA,1985-12-08T00:00:00,1,1242,31.8,15.7,11.8,1.3,0.9,1.8,,"$2,641,691"
1630210,Markus Howard,Nuggets,Guard,5-10,175,USA,1999-03-03T00:00:00,Undrafted,68,5.6,3.4,0.5,0.4,0.2,0.0,APR 24 2022,"$462,629"
1628989,Kevin Huerter,Hawks,Guard-Forward,6-7,198,USA,1998-08-27T00:00:00,19,274,29.6,11.4,3.5,3.2,0.9,0.4,APR 24 2022,"$4,253,357"
1630190,Elijah Hughes,Trail Blazers,Guard,6-5,215,USA,1998-03-10T00:00:00,39,54,9.2,2.9,1.2,0.5,0.3,0.2,,"$1,517,981"
1630624,Feron Hunt,Knicks,Forward,6-8,195,USA,1999-07-05T00:00:00,Undrafted,2,4.0,0.0,0.5,0.5,0.5,0.0,,"$116,987"
1629631,De'Andre Hunter,Hawks,Forward-Guard,6-8,221,USA,1997-12-02T00:00:00,4,139,30.7,13.2,4.1,1.6,0.7,0.4,APR 24 2022,"$7,775,400"
1630538,Bones Hyland,Nuggets,Guard,6-2,169,USA,2000-09-14T00:00:00,26,69,19.0,10.1,2.7,2.8,0.6,0.3,APR 24 2022,"$2,096,880"
201586,Serge Ibaka,Bucks,Forward,6-10,235,Republic of the Congo,1989-09-18T00:00:00,24,903,27.6,12.1,7.2,0.8,0.4,1.9,APR 24 2022,"$9,720,900"
2738,Andre Iguodala,Warriors,Guard-Forward,6-6,215,USA,1984-01-28T00:00:00,9,1223,32.2,11.4,4.9,4.2,1.4,0.5,APR 24 2022,"$2,641,691"
204060,Joe Ingles,Trail Blazers,Forward-Guard,6-8,220,Australia,1987-10-02T00:00:00,Undrafted,590,25.7,8.6,3.2,3.8,0.9,0.2,,"$13,036,364"
1627742,Brandon Ingram,Pelicans,Forward,6-8,190,USA,1997-09-02T00:00:00,2,368,32.8,18.5,5.2,3.8,0.7,0.6,APR 24 2022,"$29,467,800"
202681,Kyrie Irving,Nets,Guard,6-2,195,Australia,1992-03-23T00:00:00,1,611,34.0,23.1,3.8,5.7,1.3,0.4,APR 23 2022,"$35,328,700"
1628371,Jonathan Isaac,Magic,Forward,6-10,230,USA,1997-10-03T00:00:00,6,136,25.8,9.3,5.4,1.1,1.1,1.5,,"$17,400,000"
1628402,Frank Jackson,Pistons,Guard,6-3,205,USA,1998-05-04T00:00:00,31,213,18.2,8.5,1.8,1.0,0.4,0.1,,"$3,000,000"
1630543,Isaiah Jackson,Pacers,Forward,6-10,205,USA,2002-01-10T00:00:00,22,36,15.0,8.3,4.1,0.3,0.7,1.4,,"$2,451,240"
1628367,Josh Jackson,Kings,Guard-Forward,6-8,207,USA,1997-02-10T00:00:00,4,291,23.1,11.3,4.0,1.8,0.9,0.6,,"$5,005,350"
202704,Reggie Jackson,Clippers,Guard,6-2,208,USA,1990-04-16T00:00:00,24,703,25.6,13.1,3.0,4.3,0.7,0.1,,"$10,384,500"
2544,LeBron James,Lakers,Forward,6-9,250,USA,1984-12-30T00:00:00,1,1366,38.2,27.1,7.5,7.4,1.6,0.8,,"$41,180,544"
1629660,Ty Jerome,Thunder,Guard-Forward,6-5,195,USA,1997-07-08T00:00:00,24,112,17.1,7.1,1.9,2.4,0.6,0.1,,"$2,412,840"
1630198,Isaiah Joe,76ers,Guard,6-4,165,USA,1999-07-02T00:00:00,49,96,10.3,3.7,1.0,0.6,0.3,0.1,APR 23 2022,"$1,517,981"
1629661,Cameron Johnson,Suns,Forward,6-8,210,USA,1996-03-03T00:00:00,11,183,24.2,10.4,3.6,1.4,0.7,0.3,APR 24 2022,"$4,437,000"
1630525,David Johnson,Raptors,Guard,6-4,203,USA,2001-02-26T00:00:00,47,2,1.0,0.0,0.0,0.0,0.0,0.0,APR 23 2022,"$462,629"
1630552,Jalen Johnson,Hawks,Forward,6-8,219,USA,2001-12-18T00:00:00,20,22,5.5,2.4,1.2,0.1,0.1,0.1,APR 24 2022,"$2,659,680"
1629640,Keldon Johnson,Spurs,Forward-Guard,6-6,220,USA,1999-10-11T00:00:00,29,161,28.9,14.4,5.8,1.8,0.7,0.2,,"$2,145,720"
1630553,Keon Johnson,Trail Blazers,Guard,6-4,185,USA,2002-03-10T00:00:00,21,37,18.8,7.2,2.2,2.1,0.8,0.3,,"$2,553,240"
1626169,Stanley Johnson,Lakers,Forward-Guard,6-6,242,USA,1996-05-29T00:00:00,8,419,20.1,6.3,3.1,1.5,0.9,0.2,,"$1,368,998"
203999,Nikola Jokic,Nuggets,Center,6-11,284,Serbia,1995-02-19T00:00:00,41,527,30.4,19.7,10.4,6.2,1.2,0.7,APR 24 2022,"$31,579,390"
1627745,Damian Jones,Kings,Center,6-11,245,USA,1995-06-30T00:00:00,30,199,15.2,5.6,3.4,0.8,0.4,0.7,,"$1,977,011"
1630539,Kai Jones,Hornets,Center-Forward,6-10,221,Bahamas,2001-01-19T00:00:00,19,21,3.0,1.0,0.5,0.2,0.0,0.1,,"$2,770,560"
1630222,Mason Jones,Lakers,Guard,6-4,200,USA,1998-07-21T00:00:00,Undrafted,36,10.7,5.4,1.8,1.3,0.3,0.0,,"$295,125"
1630200,Tre Jones,Spurs,Guard,6-1,185,USA,2000-01-08T00:00:00,41,106,13.4,4.8,1.7,2.6,0.5,0.1,,"$1,517,981"
1626145,Tyus Jones,Grizzlies,Guard,6-0,196,USA,1996-05-10T00:00:00,24,455,18.4,6.2,1.8,3.7,1.0,0.1,APR 23 2022,"$8,376,286"
201599,DeAndre Jordan,76ers,Center,6-11,265,USA,1988-07-21T00:00:00,35,980,26.7,9.1,10.3,1.0,0.5,1.5,APR 23 2022,"$11,109,327"
202709,Cory Joseph,Pistons,Guard,6-3,200,Canada,1991-08-20T00:00:00,29,728,22.2,7.1,2.6,3.0,0.8,0.2,,"$7,310,000"
1628379,Luke Kennard,Clippers,Guard,6-5,206,USA,1996-06-24T00:00:00,12,297,23.5,10.0,2.9,2.0,0.5,0.1,,"$12,727,273"
1630296,Braxton Key,Pistons,Forward,6-8,225,USA,1997-02-14T00:00:00,Undrafted,11,17.9,7.2,4.5,1.0,0.9,1.0,,"$127,622"
1630557,Corey Kispert,Wizards,Forward,6-6,224,USA,1999-03-03T00:00:00,15,77,23.4,8.2,2.7,1.1,0.5,0.3,,"$3,383,640"
1628467,Maxi Kleber,Mavericks,Forward,6-10,240,Germany,1992-01-29T00:00:00,Undrafted,326,22.7,7.1,4.8,1.1,0.4,0.9,APR 23 2022,"$8,825,000"
1630233,Nathan Knight,Timberwolves,Forward-Center,6-10,253,USA,1997-09-20T00:00:00,Undrafted,70,7.8,3.7,2.2,0.4,0.2,0.3,APR 23 2022,"$462,629"
1629723,John Konchar,Grizzlies,Guard,6-5,210,USA,1996-03-22T00:00:00,Undrafted,134,15.3,4.4,3.8,1.3,0.6,0.3,APR 23 2022,"$2,200,000"
1627788,Furkan Korkmaz,76ers,Guard-Forward,6-7,202,Turkey,1997-07-24T00:00:00,26,256,18.7,7.9,2.2,1.3,0.6,0.1,APR 23 2022,"$4,629,630"
1628436,Luke Kornet,Celtics,Center-Forward,7-2,250,USA,1995-07-15T00:00:00,Undrafted,148,14.3,5.5,2.6,1.0,0.3,0.8,APR 23 2022,"$812,364"
1630249,Vit Krejci,Thunder,Guard,6-8,195,Czech Republic,2000-06-19T00:00:00,37,30,23.0,6.2,3.4,1.9,0.6,0.3,,"$925,258"
1629083,Arnoldas Kulboka,Hornets,Forward,6-10,209,Lithuania,1998-01-04T00:00:00,55,2,2.5,0.0,0.0,0.0,0.0,0.0,,"$462,629"
1630228,Jonathan Kuminga,Warriors,Forward,6-7,225,DRC,2002-10-06T00:00:00,7,70,16.9,9.3,3.3,0.9,0.4,0.3,APR 24 2022,"$5,466,360"
1628398,Kyle Kuzma,Wizards,Forward,6-9,221,USA,1995-07-24T00:00:00,27,342,30.4,15.6,6.2,2.2,0.6,0.5,,"$13,000,000"
203897,Zach LaVine,Bulls,Guard-Forward,6-5,200,USA,1995-03-10T00:00:00,13,478,31.8,19.8,3.9,3.9,0.9,0.3,APR 24 2022,"$19,500,000"
1630237,Anthony Lamb,Rockets,Forward,6-6,227,USA,1998-01-20T00:00:00,Undrafted,26,16.3,5.1,2.7,1.0,0.2,0.2,,"$136,095"
203087,Jeremy Lamb,Kings,Guard-Forward,6-5,180,USA,1992-05-30T00:00:00,12,573,20.8,10.1,3.6,1.6,0.7,0.4,,"$10,500,000"
1629111,Jock Landale,Spurs,Center,6-11,255,Australia,1995-10-25T00:00:00,Undrafted,54,10.9,4.9,2.6,0.8,0.2,0.3,,"$925,258"
1629641,Romeo Langford,Spurs,Guard-Forward,6-5,216,USA,1999-10-25T00:00:00,14,98,14.5,3.6,1.9,0.5,0.4,0.3,,"$3,804,360"
1627774,Jake Layman,Timberwolves,Forward,6-8,209,USA,1994-03-07T00:00:00,47,243,12.8,4.8,1.7,0.5,0.4,0.3,APR 23 2022,"$3,940,184"
1627747,Caris LeVert,Cavaliers,Guard,6-6,205,USA,1994-08-25T00:00:00,20,318,27.5,14.6,3.8,4.0,1.1,0.3,,"$17,500,000"
1627814,Damion Lee,Warriors,Guard-Forward,6-5,210,USA,1992-10-21T00:00:00,Undrafted,216,21.0,8.2,3.5,1.4,0.7,0.1,APR 24 2022,"$1,910,860"
1630240,Saben Lee,Pistons,Guard,6-2,183,USA,1999-06-23T00:00:00,38,85,16.3,5.6,2.2,3.3,0.8,0.3,,"$1,489,065"
203458,Alex Len,Kings,Center,7-0,250,Ukraine,1993-06-16T00:00:00,5,570,18.9,7.7,5.9,0.9,0.4,1.0,,"$3,732,000"
202695,Kawhi Leonard,Clippers,Forward,6-7,225,USA,1991-06-29T00:00:00,15,576,31.3,19.2,6.4,2.9,1.8,0.6,,"$39,344,900"
1630575,Scottie Lewis,Hornets,Guard,6-5,185,USA,2000-03-12T00:00:00,56,2,3.5,0.5,0.0,0.5,0.5,0.0,,"$462,629"
203081,Damian Lillard,Trail Blazers,Guard,6-2,195,USA,1990-07-15T00:00:00,6,711,36.3,24.6,4.2,6.6,1.0,0.3,,"$39,344,900"
1629642,Nassir Little,Trail Blazers,Forward-Guard,6-5,220,USA,2000-02-11T00:00:00,25,138,16.7,5.8,3.4,0.7,0.3,0.5,,"$2,316,240"
1630587,Isaiah Livers,Pistons,Forward,6-6,232,USA,1998-07-28T00:00:00,42,19,20.2,6.4,3.0,1.1,0.7,0.4,,"$1,057,260"
1626172,Kevon Looney,Warriors,Forward,6-9,222,USA,1996-02-06T00:00:00,30,367,16.4,4.7,4.8,1.4,0.5,0.6,APR 24 2022,"$5,178,572"
201572,Brook Lopez,Bucks,Center,7-0,282,USA,1988-04-01T00:00:00,10,868,30.2,16.4,6.2,1.4,0.6,1.8,APR 24 2022,"$13,302,325"
201577,Robin Lopez,Magic,Center,7-0,281,USA,1988-04-01T00:00:00,15,939,21.9,8.7,4.9,0.8,0.2,1.1,,"$5,000,000"
1629712,Didi Louzada,Trail Blazers,Guard,6-5,188,Brazil,1999-07-02T00:00:00,35,12,15.5,3.6,1.7,0.7,0.3,0.2,,"$1,786,878"
201567,Kevin Love,Cavaliers,Forward-Center,6-8,251,USA,1988-09-07T00:00:00,5,812,30.9,17.6,10.7,2.4,0.7,0.4,,"$31,258,256"
200768,Kyle Lowry,Heat,Guard,6-0,196,USA,1986-03-25T00:00:00,24,1023,31.9,14.8,4.4,6.3,1.3,0.3,APR 24 2022,"$26,984,128"
1630994,Gabriel Lundberg,Suns,Guard,6-4,203,Denmark,1994-12-04T00:00:00,Undrafted,4,11.0,3.3,1.8,2.8,0.8,0.0,APR 24 2022,"$79,764"
1626168,Trey Lyles,Kings,Forward,6-9,234,Canada,1995-11-05T00:00:00,12,449,18.3,7.8,4.3,1.1,0.4,0.3,,"$2,500,000"
1630177,Theo Maledon,Thunder,Guard,6-4,175,France,2001-06-12T00:00:00,34,116,23.2,8.8,2.9,2.9,0.8,0.2,,"$2,000,000"
1630572,Sandro Mamukelashvili,Bucks,Forward-Center,6-9,240,Georgia,1999-05-23T00:00:00,54,41,9.9,3.8,2.0,0.5,0.2,0.2,APR 24 2022,"$462,629"
1629611,Terance Mann,Clippers,Guard-Forward,6-5,215,USA,1996-10-18T00:00:00,48,189,20.9,7.6,3.8,1.9,0.5,0.2,,"$1,782,621"
1630544,Tre Mann,Thunder,Guard,6-3,178,USA,2001-02-03T00:00:00,18,60,22.8,10.4,2.9,1.5,0.8,0.2,,"$2,901,240"
1626246,Boban Marjanovic,Mavericks,Center,7-3,290,Serbia,1988-08-15T00:00:00,Undrafted,286,9.2,5.9,3.8,0.5,0.2,0.3,APR 23 2022,"$3,500,000"
1628374,Lauri Markkanen,Cavaliers,Forward-Center,6-11,240,Finland,1997-05-22T00:00:00,7,282,29.7,15.4,6.8,1.3,0.7,0.5,,"$15,690,909"
1630230,Naji Marshall,Pelicans,Forward,6-7,220,USA,1998-01-24T00:00:00,Undrafted,87,16.5,6.4,3.3,1.7,0.7,0.2,APR 24 2022,"$1,517,981"
1628997,Caleb Martin,Heat,Forward,6-5,205,USA,1995-09-28T00:00:00,Undrafted,131,19.1,7.1,3.1,1.2,0.8,0.4,APR 24 2022,"$844,011"
1628998,Cody Martin,Hornets,Forward,6-6,205,USA,1995-09-28T00:00:00,36,171,21.2,5.8,3.5,2.1,1.0,0.3,,"$1,782,621"
1629726,Garrison Mathews,Rockets,Guard,6-5,215,USA,1996-10-24T00:00:00,Undrafted,147,20.3,7.5,2.0,0.7,0.6,0.2,,"$2,000,000"
202083,Wesley Matthews,Bucks,Guard,6-4,220,USA,1986-10-14T00:00:00,Undrafted,898,30.5,12.2,2.9,2.0,1.0,0.2,APR 24 2022,"$1,958,495"
1630178,Tyrese Maxey,76ers,Guard,6-2,200,USA,2000-11-04T00:00:00,21,136,26.4,13.2,2.5,3.2,0.6,0.3,APR 23 2022,"$2,602,920"
1630219,Skylar Mays,Hawks,Guard,6-4,205,USA,1997-09-05T00:00:00,50,61,8.0,3.3,1.0,0.8,0.3,0.0,APR 24 2022,"$510,907"
1630540,Miles McBride,Knicks,Guard,6-1,195,USA,2000-09-08T00:00:00,36,40,9.3,2.2,1.1,1.0,0.4,0.0,,"$925,258"
1630644,Mac McClung,Lakers,Guard,6-2,185,USA,1999-01-06T00:00:00,Undrafted,2,12.0,4.0,1.5,0.5,0.5,0.5,,"$111,670"
203468,CJ McCollum,Pelicans,Guard,6-3,190,USA,1991-09-19T00:00:00,10,590,31.6,19.2,3.5,3.5,0.9,0.4,APR 24 2022,"$30,864,198"
1630183,Jaden McDaniels,Timberwolves,Forward,6-9,185,USA,2000-09-29T00:00:00,28,133,24.9,8.1,3.9,1.1,0.7,0.9,APR 23 2022,"$2,063,280"
1629667,Jalen McDaniels,Hornets,Forward-Center,6-9,205,USA,1998-01-31T00:00:00,52,118,17.7,6.6,3.4,1.1,0.5,0.4,,"$1,782,621"
203926,Doug McDermott,Spurs,Forward,6-7,225,USA,1992-01-03T00:00:00,11,527,20.9,9.2,2.3,0.9,0.2,0.1,,"$13,750,000"
201580,JaVale McGee,Suns,Center-Forward,7-0,270,USA,1988-01-19T00:00:00,18,821,17.0,8.0,5.3,0.4,0.4,1.5,APR 24 2022,"$5,000,000"
203585,Rodney McGruder,Pistons,Guard,6-4,205,USA,1991-07-29T00:00:00,Undrafted,285,19.8,5.8,2.8,1.2,0.5,0.2,,"$1,939,350"
1629162,Jordan McLaughlin,Timberwolves,Guard,5-11,185,USA,1996-04-09T00:00:00,Undrafted,143,17.0,5.0,1.8,3.5,1.0,0.1,APR 23 2022,"$2,000,000"
203463,Ben McLemore,Trail Blazers,Guard,6-3,195,USA,1993-02-11T00:00:00,7,556,22.5,9.0,2.3,1.0,0.6,0.2,,"$2,389,641"
1629001,De'Anthony Melton,Grizzlies,Guard,6-2,200,USA,1998-05-28T00:00:00,46,235,20.7,8.4,3.6,2.8,1.3,0.5,APR 23 2022,"$8,805,976"
1629002,Chimezie Metu,Kings,Forward-Center,6-9,225,USA,1997-03-22T00:00:00,49,143,14.1,6.1,3.6,0.8,0.5,0.4,,"$1,762,796"
203114,Khris Middleton,Bucks,Forward,6-7,222,USA,1991-08-12T00:00:00,39,651,31.8,17.1,4.9,3.8,1.2,0.2,APR 24 2022,"$35,500,000"
200794,Paul Millsap,76ers,Forward,6-7,257,USA,1985-02-10T00:00:00,47,1085,28.1,13.4,7.1,2.2,1.2,1.0,APR 23 2022,"$2,641,691"
1629003,Shake Milton,76ers,Guard-Forward,6-5,205,USA,1996-09-26T00:00:00,54,178,20.9,9.7,2.3,2.6,0.5,0.3,APR 23 2022,"$1,846,738"
1630558,Davion Mitchell,Kings,Guard,6-0,202,USA,1998-09-05T00:00:00,9,75,27.7,11.5,2.2,4.2,0.7,0.3,,"$4,603,200"
1628378,Donovan Mitchell,Jazz,Guard,6-1,215,USA,1996-09-07T00:00:00,13,345,33.7,23.9,4.2,4.5,1.3,0.3,APR 23 2022,"$28,103,500"
1630596,Evan Mobley,Cavaliers,Center,6-11,215,USA,2001-06-18T00:00:00,3,69,33.8,15.0,8.3,2.5,0.8,1.7,,"$8,075,160"
1628370,Malik Monk,Lakers,Guard,6-3,200,USA,1998-02-04T00:00:00,11,309,20.4,10.3,2.3,2.0,0.5,0.2,,"$1,789,256"
202328,Greg Monroe,Timberwolves,Forward-Center,6-10,250,USA,1990-06-04T00:00:00,7,646,27.4,13.0,8.2,2.1,1.1,0.6,APR 23 2022,"$612,805"
1630541,Moses Moody,Warriors,Guard,6-5,211,USA,2002-05-31T00:00:00,14,52,11.7,4.4,1.5,0.4,0.1,0.2,APR 24 2022,"$3,562,200"
1629875,Xavier Moon,Clippers,Guard,6-2,165,USA,1995-01-02T00:00:00,Undrafted,10,13.7,5.8,1.4,2.4,0.7,0.3,,"$202,069"
1629630,Ja Morant,Grizzlies,Guard,6-3,174,USA,1999-08-10T00:00:00,2,187,32.2,21.2,4.5,7.1,1.0,0.3,APR 23 2022,"$9,603,360"
1629752,Juwan Morgan,Celtics,Forward,6-7,232,USA,1997-04-17T00:00:00,Undrafted,52,6.0,1.5,1.2,0.3,0.1,0.1,APR 23 2022,"$211,046"
202693,Markieff Morris,Heat,Forward,6-9,245,USA,1989-09-02T00:00:00,13,715,24.8,10.9,5.2,1.6,0.8,0.5,APR 24 2022,"$2,641,691"
1628420,Monte Morris,Nuggets,Guard,6-2,183,USA,1995-06-27T00:00:00,51,280,25.2,10.5,2.3,3.7,0.8,0.2,APR 24 2022,"$8,449,074"
1628539,Mychal Mulder,Heat,Guard,6-3,195,Canada,1994-06-12T00:00:00,Undrafted,84,14.4,5.8,1.3,0.5,0.2,0.2,APR 24 2022,"$257,902"
1627749,Dejounte Murray,Spurs,Guard,6-4,180,USA,1996-09-19T00:00:00,29,320,25.8,12.5,6.0,4.8,1.4,0.3,,"$15,428,880"
1627750,Jamal Murray,Nuggets,Guard,6-3,215,Canada,1997-02-23T00:00:00,7,345,30.1,16.3,3.6,3.8,1.0,0.3,APR 24 2022,"$29,467,800"
203488,Mike Muscala,Thunder,Forward-Center,6-10,240,USA,1991-07-01T00:00:00,44,432,15.5,6.2,3.2,0.9,0.3,0.5,,"$3,500,000"
1630174,Aaron Nesmith,Celtics,Guard-Forward,6-5,215,USA,1999-10-16T00:00:00,14,98,12.7,4.2,2.2,0.5,0.4,0.1,APR 23 2022,"$3,631,200"
203526,Raul Neto,Wizards,Guard,6-2,180,Brazil,1992-05-19T00:00:00,47,387,16.2,6.0,1.6,2.2,0.7,0.1,,"$2,089,448"
1627777,Georges Niang,76ers,Forward,6-7,230,USA,1993-06-17T00:00:00,50,305,14.6,6.1,2.0,0.8,0.3,0.1,APR 23 2022,"$3,300,000"
1630227,Daishen Nix,Rockets,Guard,6-4,226,USA,2002-02-13T00:00:00,Undrafted,24,10.9,3.2,1.4,1.7,0.6,0.0,,"$923,078"
1630192,Zeke Nnaji,Nuggets,Forward-Center,6-9,240,USA,2001-01-09T00:00:00,22,83,13.2,4.9,2.6,0.3,0.3,0.2,APR 24 2022,"$2,498,760"
203457,Nerlens Noel,Knicks,Center-Forward,6-11,220,USA,1994-04-10T00:00:00,6,450,22.4,7.3,6.2,1.1,1.3,1.5,,"$8,800,000"
1629669,Jaylen Nowell,Timberwolves,Guard,6-4,201,USA,1999-07-09T00:00:00,43,119,15.8,8.1,1.9,1.8,0.4,0.2,APR 23 2022,"$1,782,621"
1628373,Frank Ntilikina,Mavericks,Guard,6-4,200,France,1998-07-28T00:00:00,8,269,17.9,5.2,1.8,2.3,0.7,0.2,APR 23 2022,"$1,789,256"
1629134,Kendrick Nunn,Lakers,Guard,6-2,190,USA,1995-08-03T00:00:00,Undrafted,123,29.4,15.0,2.9,3.0,0.9,0.2,,"$5,000,000"
203994,Jusuf Nurkic,Trail Blazers,Center,6-11,290,Bosnia and Herzegovina,1994-08-23T00:00:00,16,411,23.9,12.2,8.5,2.2,0.9,1.2,,"$12,000,000"
1628021,David Nwaba,Rockets,Guard-Forward,6-5,219,USA,1993-01-14T00:00:00,Undrafted,237,19.3,6.8,3.7,1.0,0.7,0.4,,"$4,650,000"
1629670,Jordan Nwora,Bucks,Forward,6-8,225,USA,1998-09-09T00:00:00,45,92,15.9,7.2,3.1,0.7,0.5,0.3,APR 24 2022,"$1,517,981"
1626220,Royce O'Neale,Jazz,Forward,6-5,226,USA,1993-06-05T00:00:00,Undrafted,370,25.7,6.2,4.8,2.1,0.8,0.4,APR 23 2022,"$8,800,000"
1629643,Chuma Okeke,Magic,Forward,6-6,229,USA,1998-08-18T00:00:00,16,115,25.1,8.3,4.6,1.9,1.3,0.6,,"$3,277,080"
1629006,Josh Okogie,Timberwolves,Guard,6-4,213,Nigeria,1998-09-01T00:00:00,20,244,20.6,6.4,2.9,1.1,1.0,0.4,APR 23 2022,"$4,087,904"
1630168,Onyeka Okongwu,Hawks,Forward-Center,6-8,240,USA,2000-12-11T00:00:00,6,98,16.3,6.3,4.6,0.7,0.6,0.9,APR 24 2022,"$6,104,280"
1630171,Isaac Okoro,Cavaliers,Forward-Guard,6-5,225,USA,2001-01-26T00:00:00,5,134,31.0,9.2,3.0,1.9,0.9,0.3,,"$6,720,720"
